record_id,golden_id,cpse_source,raw_description,unspsc_code,unit_price_inr
REC_1813,3,IOCL,"CLASS 600, 2 IN, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1814,3,IOCL,"Alloy Steel, CLASS 600, 2 INCH, GLOBE VALVE",40141601,38000
REC_1815,3,OIL,"GLOBE VALVE, 600, 2 INCH, Alloy Steel",40141601,38000
REC_1816,3,OIL,"CL-600, 2 IN, GLOBE VALVE, Alloy Steel",40141601,38000
REC_1817,3,ONGC,"CL 600, 2 IN, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1818,3,BPCL,"Alloy Steel, GLOBE VALVE, CLASS 600, 2 """,40141601,38000
REC_1819,3,BPCL,"GLOBE VALVE, Alloy Steel, 2 INCH, 600",40141601,38000
REC_1820,3,ONGC,"Alloy Steel, 2 IN, GLOBE VALVE, CL-600",40141601,38000
REC_1821,3,BPCL,"GLOBE VALVE, Alloy Steel, CL 600, 2 IN",40141601,38000
REC_1822,3,OIL,"Alloy Steel, GLOBE VALVE, 2 IN, 600",40141601,38000
REC_1823,3,OIL,"Alloy Steel, GLOBE VALVE, CL-600, 2 IN",40141601,38000
REC_1824,3,IOCL,"GLOBE VALVE, Alloy Steel, 2 IN, CL-600",40141601,38000
REC_1825,3,ONGC,"600, Alloy Steel, 2 "", GLOBE VALVE",40141601,38000
REC_1826,3,OIL,"CL 600, Alloy Steel, 2 "", GLOBE VALVE",40141601,38000
REC_1827,3,IOCL,"CL 600, Alloy Steel, GLOBE VALVE, 2 IN",40141601,38000
REC_1828,3,IOCL,"CL-600, Alloy Steel, 2 INCH, GLOBE VALVE",40141601,38000
REC_1829,3,ONGC,"Alloy Steel, CL-600, GLOBE VALVE, 2 IN",40141601,38000
REC_1830,3,ONGC,"2 IN, GLOBE VALVE, CL 600, Alloy Steel",40141601,38000
REC_1831,3,BPCL,"GLOBE VALVE, Alloy Steel, CL-600, 2 IN",40141601,38000
REC_1832,3,BPCL,"2 INCH, CL 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1833,3,BPCL,"2 IN, 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1834,3,ONGC,"Alloy Steel, 2 IN, 600, GLOBE VALVE",40141601,38000
REC_1835,3,OIL,"Alloy Steel, 2 IN, GLOBE VALVE, 600",40141601,38000
REC_1836,3,IOCL,"2 IN, Alloy Steel, GLOBE VALVE, CLASS 600",40141601,38000
REC_1837,3,BPCL,"2 "", Alloy Steel, 600, GLOBE VALVE",40141601,38000
REC_1838,3,ONGC,"CL-600, GLOBE VALVE, 2 IN, Alloy Steel",40141601,38000
REC_1839,3,IOCL,"GLOBE VALVE, Alloy Steel, 2 IN, CL-600",40141601,38000
REC_1840,3,ONGC,"Alloy Steel, 600, GLOBE VALVE, 2 IN",40141601,38000
REC_1841,3,BPCL,"2 IN, CL-600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1842,3,IOCL,"GLOBE VALVE, 2 IN, Alloy Steel, CL-600",40141601,38000
REC_1843,3,BPCL,"Alloy Steel, 2 IN, CL-600, GLOBE VALVE",40141601,38000
REC_1844,3,ONGC,"GLOBE VALVE, CL-600, 2 IN, Alloy Steel",40141601,38000
REC_1845,3,ONGC,"Alloy Steel, GLOBE VALVE, CL-600, 2 IN",40141601,38000
REC_1846,3,ONGC,"Alloy Steel, 2 IN, GLOBE VALVE, 600",40141601,38000
REC_1847,3,ONGC,"2 "", GLOBE VALVE, Alloy Steel, CL-600",40141601,38000
REC_1848,3,ONGC,"2 IN, 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1849,3,IOCL,"Alloy Steel, 2 INCH, 600, GLOBE VALVE",40141601,38000
REC_1850,3,ONGC,"2 INCH, 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1851,3,BPCL,"Alloy Steel, 600, GLOBE VALVE, 2 IN",40141601,38000
REC_1852,3,ONGC,"GLOBE VALVE, Alloy Steel, 600, 2 IN",40141601,38000
REC_1853,3,BPCL,"600, GLOBE VALVE, 2 IN, Alloy Steel",40141601,38000
REC_1854,3,BPCL,"CLASS 600, Alloy Steel, GLOBE VALVE, 2 IN",40141601,38000
REC_1855,3,OIL,"Alloy Steel, GLOBE VALVE, 2 IN, 600",40141601,38000
REC_1856,3,ONGC,"2 "", Alloy Steel, GLOBE VALVE, CLASS 600",40141601,38000
REC_1857,3,IOCL,"GLOBE VALVE, 600, Alloy Steel, 2 INCH",40141601,38000
REC_1858,3,OIL,"Alloy Steel, 2 "", CL-600, GLOBE VALVE",40141601,38000
REC_1859,3,IOCL,"2 INCH, GLOBE VALVE, CL 600, Alloy Steel",40141601,38000
REC_1860,3,BPCL,"GLOBE VALVE, Alloy Steel, 2 IN, CLASS 600",40141601,38000
REC_1861,3,IOCL,"CLASS 600, Alloy Steel, GLOBE VALVE, 2 INCH",40141601,38000
REC_1862,3,BPCL,"Alloy Steel, 2 INCH, GLOBE VALVE, CL 600",40141601,38000
REC_1863,3,BPCL,"Alloy Steel, CL 600, GLOBE VALVE, 2 IN",40141601,38000
REC_1864,3,ONGC,"GLOBE VALVE, CL-600, 2 INCH, Alloy Steel",40141601,38000
REC_1865,3,BPCL,"GLOBE VALVE, Alloy Steel, CL 600, 2 IN",40141601,38000
REC_1866,3,ONGC,"Alloy Steel, GLOBE VALVE, 2 IN, CLASS 600",40141601,38000
REC_1867,3,ONGC,"600, GLOBE VALVE, Alloy Steel, 2 IN",40141601,38000
REC_1868,3,ONGC,"Alloy Steel, GLOBE VALVE, 2 "", CLASS 600",40141601,38000
REC_1869,3,OIL,"2 INCH, CLASS 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1870,3,IOCL,"GLOBE VALVE, 2 "", Alloy Steel, CLASS 600",40141601,38000
REC_1871,3,BPCL,"2 INCH, Alloy Steel, GLOBE VALVE, CL 600",40141601,38000
REC_1872,3,ONGC,"GLOBE VALVE, 2 "", Alloy Steel, 600",40141601,38000
REC_1873,3,BPCL,"2 INCH, GLOBE VALVE, CL-600, Alloy Steel",40141601,38000
REC_1874,3,ONGC,"GLOBE VALVE, CL 600, Alloy Steel, 2 """,40141601,38000
REC_1875,3,ONGC,"GLOBE VALVE, 2 IN, CLASS 600, Alloy Steel",40141601,38000
REC_1876,3,BPCL,"2 "", Alloy Steel, CL 600, GLOBE VALVE",40141601,38000
REC_1877,3,IOCL,"Alloy Steel, GLOBE VALVE, CL-600, 2 IN",40141601,38000
REC_1878,3,IOCL,"2 INCH, Alloy Steel, CLASS 600, GLOBE VALVE",40141601,38000
REC_1879,3,OIL,"Alloy Steel, CL 600, GLOBE VALVE, 2 IN",40141601,38000
REC_1880,3,ONGC,"GLOBE VALVE, Alloy Steel, 2 "", CL 600",40141601,38000
REC_1881,3,BPCL,"2 "", Alloy Steel, GLOBE VALVE, CLASS 600",40141601,38000
REC_1882,3,IOCL,"Alloy Steel, GLOBE VALVE, 2 IN, CL 600",40141601,38000
REC_1883,3,ONGC,"Alloy Steel, GLOBE VALVE, CLASS 600, 2 INCH",40141601,38000
REC_1884,3,ONGC,"GLOBE VALVE, 2 INCH, CL-600, Alloy Steel",40141601,38000
REC_1885,3,OIL,"CLASS 600, GLOBE VALVE, 2 INCH, Alloy Steel",40141601,38000
REC_1886,3,OIL,"2 INCH, Alloy Steel, GLOBE VALVE, CL 600",40141601,38000
REC_1887,3,OIL,"Alloy Steel, GLOBE VALVE, 2 IN, CL 600",40141601,38000
REC_1888,3,OIL,"600, Alloy Steel, GLOBE VALVE, 2 """,40141601,38000
REC_1889,3,IOCL,"GLOBE VALVE, Alloy Steel, CL-600, 2 INCH",40141601,38000
REC_1890,3,BPCL,"2 INCH, 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1891,3,ONGC,"2 IN, CL 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1892,3,OIL,"GLOBE VALVE, 2 "", CL-600, Alloy Steel",40141601,38000
REC_1893,3,ONGC,"600, Alloy Steel, GLOBE VALVE, 2 """,40141601,38000
REC_1894,3,ONGC,"2 IN, GLOBE VALVE, CLASS 600, Alloy Steel",40141601,38000
REC_1895,3,IOCL,"Alloy Steel, CLASS 600, GLOBE VALVE, 2 INCH",40141601,38000
REC_1896,3,OIL,"CLASS 600, 2 IN, GLOBE VALVE, Alloy Steel",40141601,38000
REC_1897,3,OIL,"GLOBE VALVE, CL 600, 2 "", Alloy Steel",40141601,38000
REC_1898,3,OIL,"CL 600, GLOBE VALVE, Alloy Steel, 2 IN",40141601,38000
REC_1899,3,BPCL,"600, GLOBE VALVE, 2 IN, Alloy Steel",40141601,38000
REC_1900,3,BPCL,"GLOBE VALVE, CLASS 600, Alloy Steel, 2 IN",40141601,38000
REC_1901,3,BPCL,"CL 600, GLOBE VALVE, 2 IN, Alloy Steel",40141601,38000
REC_1902,3,BPCL,"2 IN, GLOBE VALVE, 600, Alloy Steel",40141601,38000
REC_1903,3,IOCL,"GLOBE VALVE, 2 "", 600, Alloy Steel",40141601,38000
REC_1904,3,IOCL,"2 "", 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1905,3,ONGC,"2 INCH, CL 600, GLOBE VALVE, Alloy Steel",40141601,38000
REC_1906,3,BPCL,"2 INCH, GLOBE VALVE, Alloy Steel, CL-600",40141601,38000
REC_1907,3,IOCL,"2 INCH, Alloy Steel, GLOBE VALVE, CL-600",40141601,38000
REC_1908,3,ONGC,"Alloy Steel, GLOBE VALVE, CL 600, 2 IN",40141601,38000
REC_1909,3,ONGC,"GLOBE VALVE, Alloy Steel, 2 "", CLASS 600",40141601,38000
REC_1910,3,ONGC,"CLASS 600, GLOBE VALVE, Alloy Steel, 2 IN",40141601,38000
REC_1911,3,ONGC,"GLOBE VALVE, Alloy Steel, CL 600, 2 IN",40141601,38000
REC_1912,3,IOCL,"2 IN, Alloy Steel, GLOBE VALVE, CL 600",40141601,38000
REC_1913,3,BPCL,"GLOBE VALVE, CL-600, 2 INCH, Alloy Steel",40141601,38000
REC_1914,3,BPCL,"Alloy Steel, 2 INCH, GLOBE VALVE, CL-600",40141601,38000
REC_1915,3,BPCL,"CLASS 600, 2 IN, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1916,3,IOCL,"GLOBE VALVE, Alloy Steel, 2 "", 600",40141601,38000
REC_1917,3,ONGC,"Alloy Steel, 2 IN, GLOBE VALVE, CLASS 600",40141601,38000
REC_1918,3,IOCL,"CLASS 600, 2 IN, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1919,3,BPCL,"2 "", GLOBE VALVE, CL 600, Alloy Steel",40141601,38000
REC_1920,3,IOCL,"Alloy Steel, GLOBE VALVE, CL 600, 2 IN",40141601,38000
REC_1921,3,IOCL,"Alloy Steel, 2 IN, GLOBE VALVE, CL-600",40141601,38000
REC_1922,3,ONGC,"Alloy Steel, GLOBE VALVE, 600, 2 """,40141601,38000
REC_1923,3,BPCL,"Alloy Steel, GLOBE VALVE, CL 600, 2 IN",40141601,38000
REC_1924,3,OIL,"Alloy Steel, 600, GLOBE VALVE, 2 INCH",40141601,38000
REC_1925,3,OIL,"Alloy Steel, 600, 2 "", GLOBE VALVE",40141601,38000
REC_1926,3,ONGC,"CL 600, Alloy Steel, GLOBE VALVE, 2 INCH",40141601,38000
REC_1927,3,ONGC,"GLOBE VALVE, 2 IN, Alloy Steel, CL 600",40141601,38000
REC_1928,3,IOCL,"2 IN, GLOBE VALVE, CL-600, Alloy Steel",40141601,38000
REC_1929,3,OIL,"2 IN, CLASS 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1930,3,OIL,"GLOBE VALVE, 2 INCH, Alloy Steel, CL-600",40141601,38000
REC_1931,3,IOCL,"600, Alloy Steel, GLOBE VALVE, 2 """,40141601,38000
REC_1932,3,ONGC,"GLOBE VALVE, CLASS 600, Alloy Steel, 2 INCH",40141601,38000
REC_1933,3,IOCL,"Alloy Steel, CL 600, 2 IN, GLOBE VALVE",40141601,38000
REC_1934,3,OIL,"GLOBE VALVE, 2 INCH, 600, Alloy Steel",40141601,38000
REC_1935,3,ONGC,"GLOBE VALVE, Alloy Steel, 600, 2 INCH",40141601,38000
REC_1936,3,IOCL,"2 IN, CLASS 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1937,3,ONGC,"2 IN, CL 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1938,3,ONGC,"600, GLOBE VALVE, Alloy Steel, 2 """,40141601,38000
REC_1939,3,IOCL,"CLASS 600, GLOBE VALVE, Alloy Steel, 2 IN",40141601,38000
REC_1940,3,BPCL,"Alloy Steel, 600, GLOBE VALVE, 2 INCH",40141601,38000
REC_1941,3,BPCL,"GLOBE VALVE, CL-600, Alloy Steel, 2 """,40141601,38000
REC_1942,3,IOCL,"CLASS 600, GLOBE VALVE, Alloy Steel, 2 INCH",40141601,38000
REC_1943,3,IOCL,"GLOBE VALVE, CL-600, Alloy Steel, 2 IN",40141601,38000
REC_1944,3,OIL,"Alloy Steel, 2 "", GLOBE VALVE, 600",40141601,38000
REC_1945,3,IOCL,"GLOBE VALVE, Alloy Steel, 2 INCH, 600",40141601,38000
REC_1946,3,IOCL,"Alloy Steel, GLOBE VALVE, 2 IN, CLASS 600",40141601,38000
REC_1947,3,ONGC,"GLOBE VALVE, CL 600, Alloy Steel, 2 IN",40141601,38000
REC_1948,3,IOCL,"2 IN, 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1949,3,IOCL,"Alloy Steel, 600, GLOBE VALVE, 2 IN",40141601,38000
REC_1950,3,OIL,"Alloy Steel, 2 INCH, GLOBE VALVE, CL-600",40141601,38000
REC_1951,3,IOCL,"2 "", Alloy Steel, CLASS 600, GLOBE VALVE",40141601,38000
REC_1952,3,ONGC,"2 "", CLASS 600, Alloy Steel, GLOBE VALVE",40141601,38000
REC_1953,3,IOCL,"2 INCH, Alloy Steel, GLOBE VALVE, CL 600",40141601,38000
REC_1954,3,ONGC,"CL 600, Alloy Steel, 2 IN, GLOBE VALVE",40141601,38000
REC_1955,3,OIL,"CL 600, GLOBE VALVE, Alloy Steel, 2 """,40141601,38000
REC_1956,3,BPCL,"CLASS 600, Alloy Steel, GLOBE VALVE, 2 INCH",40141601,38000
REC_1957,3,IOCL,"CLASS 600, GLOBE VALVE, 2 IN, Alloy Steel",40141601,38000
REC_1958,3,OIL,"2 IN, 600, GLOBE VALVE, Alloy Steel",40141601,38000
REC_1959,3,IOCL,"2 IN, CL 600, GLOBE VALVE, Alloy Steel",40141601,38000
REC_1960,4,OIL,"BUTTERFLY VALVE, 8 "", Cast Iron, PN16",40141615,28000
REC_1961,4,BPCL,"Cast Iron, 8 INCH, BUTTERFLY VALVE, PN16",40141615,28000
REC_1962,4,OIL,"Cast Iron, PN16, BUTTERFLY VALVE, 8 """,40141615,28000
REC_1963,4,BPCL,"8 IN, PN16, BUTTERFLY VALVE, Cast Iron",40141615,28000
REC_1964,4,BPCL,"Cast Iron, 8 "", BUTTERFLY VALVE, PN16",40141615,28000
REC_1965,4,IOCL,"Cast Iron, BUTTERFLY VALVE, PN16, 8 """,40141615,28000
REC_1966,4,BPCL,"8 IN, PN16, BUTTERFLY VALVE, Cast Iron",40141615,28000
REC_1967,4,OIL,"PN16, BUTTERFLY VALVE, 8 IN, Cast Iron",40141615,28000
REC_1968,4,BPCL,"8 INCH, Cast Iron, PN16, BUTTERFLY VALVE",40141615,28000
REC_1969,4,OIL,"BUTTERFLY VALVE, PN16, 8 IN, Cast Iron",40141615,28000
REC_1970,4,OIL,"PN16, 8 "", BUTTERFLY VALVE, Cast Iron",40141615,28000
REC_1971,4,OIL,"8 "", Cast Iron, BUTTERFLY VALVE, PN16",40141615,28000
REC_1972,4,ONGC,"BUTTERFLY VALVE, PN16, 8 "", Cast Iron",40141615,28000
REC_1973,4,OIL,"BUTTERFLY VALVE, Cast Iron, 8 INCH, PN16",40141615,28000
REC_1974,4,ONGC,"Cast Iron, BUTTERFLY VALVE, PN16, 8 """,40141615,28000
REC_1975,4,BPCL,"8 IN, BUTTERFLY VALVE, PN16, Cast Iron",40141615,28000
REC_1976,4,OIL,"PN16, Cast Iron, 8 "", BUTTERFLY VALVE",40141615,28000
REC_1977,4,ONGC,"BUTTERFLY VALVE, Cast Iron, 8 IN, PN16",40141615,28000
REC_1978,4,ONGC,"Cast Iron, PN16, 8 "", BUTTERFLY VALVE",40141615,28000
REC_1979,4,BPCL,"Cast Iron, PN16, 8 "", BUTTERFLY VALVE",40141615,28000
REC_1980,4,OIL,"BUTTERFLY VALVE, 8 INCH, PN16, Cast Iron",40141615,28000
REC_1981,4,OIL,"BUTTERFLY VALVE, PN16, 8 IN, Cast Iron",40141615,28000
REC_1982,4,ONGC,"Cast Iron, BUTTERFLY VALVE, PN16, 8 IN",40141615,28000
REC_1983,4,OIL,"Cast Iron, BUTTERFLY VALVE, 8 IN, PN16",40141615,28000
REC_1984,4,BPCL,"Cast Iron, BUTTERFLY VALVE, 8 IN, PN16",40141615,28000
REC_1985,4,BPCL,"PN16, Cast Iron, 8 IN, BUTTERFLY VALVE",40141615,28000
REC_1986,4,BPCL,"PN16, BUTTERFLY VALVE, 8 IN, Cast Iron",40141615,28000
REC_1987,4,IOCL,"Cast Iron, BUTTERFLY VALVE, PN16, 8 IN",40141615,28000
REC_1988,4,ONGC,"BUTTERFLY VALVE, 8 IN, Cast Iron, PN16",40141615,28000
REC_1989,4,IOCL,"8 IN, Cast Iron, BUTTERFLY VALVE, PN16",40141615,28000
REC_1990,4,OIL,"8 "", BUTTERFLY VALVE, PN16, Cast Iron",40141615,28000
REC_1991,4,ONGC,"BUTTERFLY VALVE, PN16, 8 "", Cast Iron",40141615,28000
REC_1992,4,OIL,"Cast Iron, PN16, 8 "", BUTTERFLY VALVE",40141615,28000
REC_1993,4,OIL,"8 IN, BUTTERFLY VALVE, PN16, Cast Iron",40141615,28000
REC_1994,4,ONGC,"Cast Iron, PN16, 8 INCH, BUTTERFLY VALVE",40141615,28000
REC_1995,4,BPCL,"PN16, Cast Iron, 8 IN, BUTTERFLY VALVE",40141615,28000
REC_1996,4,BPCL,"Cast Iron, PN16, BUTTERFLY VALVE, 8 INCH",40141615,28000
REC_1997,4,ONGC,"8 IN, Cast Iron, PN16, BUTTERFLY VALVE",40141615,28000
REC_1998,4,BPCL,"8 INCH, BUTTERFLY VALVE, Cast Iron, PN16",40141615,28000
REC_1999,4,BPCL,"Cast Iron, 8 "", BUTTERFLY VALVE, PN16",40141615,28000
REC_2000,4,OIL,"BUTTERFLY VALVE, Cast Iron, 8 "", PN16",40141615,28000
REC_2001,4,ONGC,"8 IN, PN16, Cast Iron, BUTTERFLY VALVE",40141615,28000
REC_2002,4,BPCL,"BUTTERFLY VALVE, PN16, Cast Iron, 8 IN",40141615,28000
REC_2003,4,OIL,"Cast Iron, 8 IN, PN16, BUTTERFLY VALVE",40141615,28000
REC_2004,4,IOCL,"PN16, 8 IN, BUTTERFLY VALVE, Cast Iron",40141615,28000
REC_2005,4,BPCL,"Cast Iron, BUTTERFLY VALVE, PN16, 8 IN",40141615,28000
REC_2006,4,IOCL,"Cast Iron, 8 IN, PN16, BUTTERFLY VALVE",40141615,28000
REC_2007,4,OIL,"Cast Iron, PN16, 8 IN, BUTTERFLY VALVE",40141615,28000
REC_2008,4,IOCL,"8 INCH, PN16, Cast Iron, BUTTERFLY VALVE",40141615,28000
REC_2009,4,OIL,"8 "", BUTTERFLY VALVE, PN16, Cast Iron",40141615,28000
REC_2010,4,OIL,"PN16, Cast Iron, 8 IN, BUTTERFLY VALVE",40141615,28000
REC_2011,4,OIL,"Cast Iron, 8 "", BUTTERFLY VALVE, PN16",40141615,28000
REC_2012,4,OIL,"Cast Iron, 8 "", PN16, BUTTERFLY VALVE",40141615,28000
REC_2013,4,BPCL,"PN16, 8 IN, Cast Iron, BUTTERFLY VALVE",40141615,28000
REC_2014,4,ONGC,"Cast Iron, 8 IN, BUTTERFLY VALVE, PN16",40141615,28000
REC_2015,4,IOCL,"8 IN, Cast Iron, PN16, BUTTERFLY VALVE",40141615,28000
REC_2016,4,IOCL,"8 INCH, Cast Iron, PN16, BUTTERFLY VALVE",40141615,28000
REC_2017,4,BPCL,"PN16, BUTTERFLY VALVE, Cast Iron, 8 IN",40141615,28000
REC_2018,4,OIL,"8 IN, BUTTERFLY VALVE, PN16, Cast Iron",40141615,28000
REC_2019,4,ONGC,"PN16, Cast Iron, BUTTERFLY VALVE, 8 INCH",40141615,28000
REC_2020,4,OIL,"8 IN, BUTTERFLY VALVE, Cast Iron, PN16",40141615,28000
REC_2021,4,IOCL,"PN16, Cast Iron, BUTTERFLY VALVE, 8 IN",40141615,28000
REC_2022,4,IOCL,"PN16, Cast Iron, 8 IN, BUTTERFLY VALVE",40141615,28000
REC_2023,4,BPCL,"PN16, BUTTERFLY VALVE, Cast Iron, 8 IN",40141615,28000
REC_2024,4,BPCL,"Cast Iron, 8 INCH, BUTTERFLY VALVE, PN16",40141615,28000
REC_2025,4,ONGC,"Cast Iron, 8 IN, BUTTERFLY VALVE, PN16",40141615,28000
REC_2026,4,IOCL,"PN16, BUTTERFLY VALVE, Cast Iron, 8 IN",40141615,28000
REC_2027,4,BPCL,"BUTTERFLY VALVE, 8 IN, Cast Iron, PN16",40141615,28000
REC_2028,4,IOCL,"PN16, Cast Iron, BUTTERFLY VALVE, 8 INCH",40141615,28000
REC_2029,4,IOCL,"BUTTERFLY VALVE, PN16, 8 INCH, Cast Iron",40141615,28000
REC_2030,4,BPCL,"Cast Iron, PN16, BUTTERFLY VALVE, 8 """,40141615,28000
REC_2031,4,BPCL,"8 INCH, BUTTERFLY VALVE, PN16, Cast Iron",40141615,28000
REC_2032,4,ONGC,"Cast Iron, PN16, 8 IN, BUTTERFLY VALVE",40141615,28000
REC_2033,4,OIL,"PN16, BUTTERFLY VALVE, Cast Iron, 8 INCH",40141615,28000
REC_2034,4,IOCL,"8 "", PN16, Cast Iron, BUTTERFLY VALVE",40141615,28000
REC_2035,4,ONGC,"BUTTERFLY VALVE, 8 IN, Cast Iron, PN16",40141615,28000
REC_2036,4,ONGC,"8 "", BUTTERFLY VALVE, PN16, Cast Iron",40141615,28000
REC_2037,4,ONGC,"Cast Iron, 8 INCH, PN16, BUTTERFLY VALVE",40141615,28000
REC_2038,4,ONGC,"8 INCH, PN16, BUTTERFLY VALVE, Cast Iron",40141615,28000
REC_2039,4,OIL,"PN16, Cast Iron, BUTTERFLY VALVE, 8 IN",40141615,28000
REC_2040,4,IOCL,"8 IN, PN16, Cast Iron, BUTTERFLY VALVE",40141615,28000
REC_2041,4,IOCL,"Cast Iron, PN16, 8 INCH, BUTTERFLY VALVE",40141615,28000
REC_2042,4,OIL,"Cast Iron, PN16, 8 IN, BUTTERFLY VALVE",40141615,28000
REC_2043,4,IOCL,"BUTTERFLY VALVE, PN16, 8 "", Cast Iron",40141615,28000
REC_2044,4,BPCL,"BUTTERFLY VALVE, Cast Iron, PN16, 8 IN",40141615,28000
REC_2045,4,ONGC,"BUTTERFLY VALVE, 8 "", Cast Iron, PN16",40141615,28000
REC_2046,4,OIL,"BUTTERFLY VALVE, Cast Iron, PN16, 8 """,40141615,28000
REC_2047,4,ONGC,"PN16, 8 IN, BUTTERFLY VALVE, Cast Iron",40141615,28000
REC_2048,4,IOCL,"Cast Iron, BUTTERFLY VALVE, 8 INCH, PN16",40141615,28000
REC_2049,4,BPCL,"Cast Iron, BUTTERFLY VALVE, 8 IN, PN16",40141615,28000
REC_2050,4,OIL,"Cast Iron, 8 "", BUTTERFLY VALVE, PN16",40141615,28000
REC_2051,4,IOCL,"PN16, Cast Iron, BUTTERFLY VALVE, 8 IN",40141615,28000
REC_2052,4,IOCL,"Cast Iron, BUTTERFLY VALVE, 8 IN, PN16",40141615,28000
REC_2053,4,BPCL,"Cast Iron, 8 IN, BUTTERFLY VALVE, PN16",40141615,28000
REC_2054,4,OIL,"BUTTERFLY VALVE, 8 "", Cast Iron, PN16",40141615,28000
REC_2055,4,OIL,"Cast Iron, 8 IN, PN16, BUTTERFLY VALVE",40141615,28000
REC_2056,4,OIL,"8 "", BUTTERFLY VALVE, Cast Iron, PN16",40141615,28000
REC_2057,4,BPCL,"BUTTERFLY VALVE, Cast Iron, 8 "", PN16",40141615,28000
REC_2058,4,OIL,"Cast Iron, BUTTERFLY VALVE, 8 IN, PN16",40141615,28000
REC_2059,4,BPCL,"8 IN, PN16, BUTTERFLY VALVE, Cast Iron",40141615,28000
REC_2060,4,BPCL,"8 INCH, BUTTERFLY VALVE, Cast Iron, PN16",40141615,28000
REC_2061,4,ONGC,"PN16, BUTTERFLY VALVE, Cast Iron, 8 INCH",40141615,28000
REC_2062,4,OIL,"Cast Iron, PN16, BUTTERFLY VALVE, 8 """,40141615,28000
REC_2063,4,BPCL,"Cast Iron, 8 IN, BUTTERFLY VALVE, PN16",40141615,28000
REC_2064,4,BPCL,"Cast Iron, BUTTERFLY VALVE, PN16, 8 IN",40141615,28000
REC_2065,4,BPCL,"Cast Iron, BUTTERFLY VALVE, 8 IN, PN16",40141615,28000
REC_2066,4,OIL,"8 IN, PN16, Cast Iron, BUTTERFLY VALVE",40141615,28000
REC_2067,4,ONGC,"PN16, BUTTERFLY VALVE, 8 IN, Cast Iron",40141615,28000
REC_2068,4,IOCL,"Cast Iron, 8 "", BUTTERFLY VALVE, PN16",40141615,28000
REC_2069,4,OIL,"8 "", BUTTERFLY VALVE, PN16, Cast Iron",40141615,28000
REC_2070,4,ONGC,"Cast Iron, BUTTERFLY VALVE, 8 "", PN16",40141615,28000
REC_2071,4,IOCL,"Cast Iron, PN16, BUTTERFLY VALVE, 8 """,40141615,28000
REC_2072,4,BPCL,"Cast Iron, BUTTERFLY VALVE, 8 "", PN16",40141615,28000
REC_2073,4,IOCL,"PN16, Cast Iron, 8 INCH, BUTTERFLY VALVE",40141615,28000
REC_2074,4,IOCL,"Cast Iron, PN16, BUTTERFLY VALVE, 8 """,40141615,28000
REC_2075,4,BPCL,"Cast Iron, PN16, BUTTERFLY VALVE, 8 """,40141615,28000
REC_2076,4,IOCL,"Cast Iron, BUTTERFLY VALVE, PN16, 8 """,40141615,28000
REC_2077,4,OIL,"Cast Iron, 8 INCH, BUTTERFLY VALVE, PN16",40141615,28000
REC_2078,4,BPCL,"8 INCH, PN16, Cast Iron, BUTTERFLY VALVE",40141615,28000
REC_2079,4,OIL,"PN16, BUTTERFLY VALVE, Cast Iron, 8 """,40141615,28000
REC_2080,4,BPCL,"BUTTERFLY VALVE, PN16, 8 INCH, Cast Iron",40141615,28000
REC_2081,4,OIL,"8 IN, BUTTERFLY VALVE, Cast Iron, PN16",40141615,28000
REC_2082,4,OIL,"BUTTERFLY VALVE, PN16, Cast Iron, 8 """,40141615,28000
REC_2083,4,OIL,"8 IN, PN16, Cast Iron, BUTTERFLY VALVE",40141615,28000
REC_2084,4,IOCL,"Cast Iron, 8 INCH, BUTTERFLY VALVE, PN16",40141615,28000
REC_2085,4,IOCL,"8 INCH, PN16, BUTTERFLY VALVE, Cast Iron",40141615,28000
REC_2086,4,ONGC,"BUTTERFLY VALVE, 8 IN, PN16, Cast Iron",40141615,28000
REC_2087,4,IOCL,"8 INCH, BUTTERFLY VALVE, PN16, Cast Iron",40141615,28000
REC_2088,4,IOCL,"Cast Iron, BUTTERFLY VALVE, 8 IN, PN16",40141615,28000
REC_2089,4,BPCL,"Cast Iron, PN16, BUTTERFLY VALVE, 8 """,40141615,28000
REC_2090,4,BPCL,"BUTTERFLY VALVE, PN16, Cast Iron, 8 """,40141615,28000
REC_2091,4,ONGC,"BUTTERFLY VALVE, PN16, 8 IN, Cast Iron",40141615,28000
